SID	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	IBD1	IBD2	IBD3	IBD4	IBD5	IBD6	IBD7	IBD8	IBD9	IBD10
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa|t__Pseudomonas_aeruginosa_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__Pseudomonas_fragi_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_syringae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_syringae|t__Pseudomonas_syringae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_unclassified	0	0	0	0	0	0	0	0	0	0.01738	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Sinobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Sinobacteraceae|g__Sinobacteraceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia|t__Stenotrophomonas_maltophilia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae|g__Brachyspira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_pilosicoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_pilosicoli|t__Brachyspira_pilosicoli_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_succinifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_succinifaciens|t__GCF_000195275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Jonquetella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Jonquetella|s__Jonquetella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter|s__Pyramidobacter_piscolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter|s__Pyramidobacter_piscolens|t__GCF_000177335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Synergistes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Synergistes|s__Synergistes_sp_3_1_syn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Synergistes|s__Synergistes_sp_3_1_syn1|t__GCF_000238615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma|s__Candidatus_Phytoplasma_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_hominis|t__Mycoplasma_hominis_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia	18.44042	0	0.00871	0.05844	0.61651	0.15235	38.86323	0	18.48219	6.31946	31.70951	0	0	0	0	0	0.04948	0.00559	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	18.44042	0	0.00871	0.05844	0.61651	0.15235	38.86323	0	18.48219	6.31946	31.70951	0	0	0	0	0	0.04948	0.00559	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	18.44042	0	0.00871	0.05844	0.61651	0.15235	38.86323	0	18.48219	6.31946	31.70951	0	0	0	0	0	0.04948	0.00559	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	18.44042	0	0.00871	0.05844	0.61651	0.15235	38.86323	0	18.48219	6.31946	31.70951	0	0	0	0	0	0.04948	0.00559	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	18.44042	0	0.00871	0.05844	0.61651	0.15235	38.86323	0	18.48219	6.31946	31.70951	0	0	0	0	0	0.04948	0.00559	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila	18.44042	0	0.00871	0.05844	0.61651	0.15235	38.86323	0	18.48219	6.31946	31.70951	0	0	0	0	0	0.04948	0.00559	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__GCF_000020225	18.44042	0	0.00871	0.05844	0.61651	0.15235	38.86323	0	18.48219	6.31946	31.70951	0	0	0	0	0	0.04948	0.00559	0	0
k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0.00349
k__Eukaryota|p__Ascomycota	0	0	0	0	0	0	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0.00349
k__Eukaryota|p__Ascomycota|c__Eurotiomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium_chrysogenum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium_chrysogenum|t__GCA_000226395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0	0	0	0	0	0	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0.00349
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0	0	0	0	0	0	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0.00349
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces|s__Debaryomyces_hansenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces|s__Debaryomyces_hansenii|t__GCA_000006445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomycetaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0.00349
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Eremothecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Eremothecium|s__Eremothecium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Nakaseomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Nakaseomyces|s__Candida_glabrata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Nakaseomyces|s__Candida_glabrata|t__GCA_000002545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Naumovozyma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Naumovozyma|s__Naumovozyma_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces	0	0	0	0	0	0	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0.00349
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae	0	0	0	0	0	0	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0.00349
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__GCA_000146045	0	0	0	0	0	0	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0.00349
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomycetaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_noname|g__Candida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_noname|g__Candida|s__Candida_albicans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_noname|g__Candida|s__Candida_albicans|t__GCA_000182965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Eukaryota_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Eukaryota_noname|c__Eukaryota_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Eukaryota_noname|c__Eukaryota_noname|o__Eukaryota_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Eukaryota_noname|c__Eukaryota_noname|o__Eukaryota_noname|f__Hexamitidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Eukaryota_noname|c__Eukaryota_noname|o__Eukaryota_noname|f__Hexamitidae|g__Giardia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Eukaryota_noname|c__Eukaryota_noname|o__Eukaryota_noname|f__Hexamitidae|g__Giardia|s__Giardia_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Eukaryota_noname|c__Eukaryota_noname|o__Eukaryota_noname|f__Hexamitidae|g__Giardia|s__Giardia_intestinalis|t__GCA_000002435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Microsporidia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Microsporidia|c__Microsporidia_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Microsporidia|c__Microsporidia_noname|o__Microsporidia_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Microsporidia|c__Microsporidia_noname|o__Microsporidia_noname|f__Enterocytozoonidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Microsporidia|c__Microsporidia_noname|o__Microsporidia_noname|f__Enterocytozoonidae|g__Enterocytozoon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Microsporidia|c__Microsporidia_noname|o__Microsporidia_noname|f__Enterocytozoonidae|g__Enterocytozoon|s__Enterocytozoon_bieneusi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Microsporidia|c__Microsporidia_noname|o__Microsporidia_noname|f__Enterocytozoonidae|g__Enterocytozoon|s__Enterocytozoon_bieneusi|t__GCA_000209485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses	0.02901	0.06738	0	0.02179	0.11909	0.03467	0	0.03026	0.34714	0.01092	0.00348	0.20098	0	0.2083	0.01174	0.47332	0.00521	1.21697	0.18576	0.03266
k__Viruses|p__Viruses_noname	0.02901	0.06738	0	0.02179	0.11909	0.03467	0	0.03026	0.34714	0.01092	0.00348	0.20098	0	0.2083	0.01174	0.47332	0.00521	1.21697	0.18576	0.03266
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.02901	0.06738	0	0.02179	0.11909	0.03467	0	0.03026	0.34714	0.01092	0.00348	0.20098	0	0.2083	0.01174	0.47332	0.00521	1.21697	0.18576	0.03266
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0	0.02646	0	0	0	0	0	0	0.28236	0	0	0.17073	0	0	0	0.03253	0	1.2087	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Bcepmulikevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Bcepmulikevirus|s__Bcepmulikevirus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Felixounalikevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Felixounalikevirus|s__Erwinia_phage_phiEa21_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Felixounalikevirus|s__Erwinia_phage_phiEa21_4|t__Erwinia_phage_phiEa21_4_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Mulikevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Mulikevirus|s__Mulikevirus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Enterobacteria_phage_SfV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Enterobacteria_phage_SfV|t__PRJNA14162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__P2likeviruses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__P2likeviruses|s__Yersinia_phage_L_413C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__P2likeviruses|s__Yersinia_phage_L_413C|t__PRJNA14280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Epsilon15likevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Epsilon15likevirus|s__Epsilon15likevirus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__P22likevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__P22likevirus|s__P22likevirus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Phi29likevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
